brand,model,product_name,rating,shipping,url,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Low Profile Bracket Included ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,SLI Support ,Series ,Slot Width ,System Requirements ,Thermal Design Power ,Tuner ,Virtual Reality Ready ,review_numbers
MSI,GTX 1070,MSI GeForce GTX 1070 Ti DirectX 12 GTX 1070 Ti GAMING 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,4,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-gaming-8g/p/N82E16814137254?Description=GTX,['1683 MHz'],['MSI'],['2432'],"['10.98"" x 5.51""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['January 16, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['TWIN FROZR VI- Smooth heat pipes- Squared shape at bottom maximize heat transfer from the copper base plate- Zero Frozr- Stopping the fan in low-load situations, keeping a noise-free environment- Airflow Control technology- Deflectors thrusts air onto heat pipes for lower temperatures and better gamingTORX 2.0 FAN: Supremely silent- Dispersion fan blade: Steeper curved blade accelerating the airflow- Traditional fan blade: Provides steady airflow to massive heat sink below- Double ball bearing: Strong and lasting core for years of smooth gamingMilitary Class certified Components- Certified to MIL-STD-810G standards for top stability and quality- Built with Hi-c CAP, Solid CAP, and New SFC components']",['ATX'],['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['279 mm'],,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti GAMING 8G'],['4'],['OpenGL 4.5'],,,,"['1 x 6-pin, 1 x 8-pin']",['2-Way SLI'],,['Dual Slot'],['Power Consumption: 180WRecommended PSU: 500W'],['180W'],,['Yes'],-52
MSI,GTX 1070,MSI GeForce GTX 1070 Ti DirectX 12 GTX 1070 Ti Titanium 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,4,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-ti-gtx-1070-ti-titanium-8g/p/N82E16814137255?Description=GTX,['1683 MHz'],['MSI'],['2432'],"['10.98"" x 5.51""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['October 22, 2020']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['8008 MHz'],"['The Ultimate GAMING: TWIN FROZR VIPlay games in styleAccelerated by GAMING X horsepower and cooling its core to the fullest to top your game.Smooth Heat PipesSquared shape at bottom maximize heat transfer from the copper base plate.Zero FrozrStopping the fan in low-load situations, keeping a noise-free environment.TORX 2.0 FAN: Supremely silentDispersion fan blade Steeper curved blade accelerating the airflow.Traditional fan blade Provides steady airflow to massive heat sink below.Double ball bearing Strong and lasting core for years of smooth gaming.Military Class certified componentsCertified to MIL-STD-810G standards for top stability and quality.Built with Hi-c CAP, Solid CAP, and New SFC components.']",['ATX'],['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['2.2'],['1 x HDMI'],['PCI Express 3.0 x16'],,['279 mm'],,['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 Ti Titanium 8G'],['4'],['OpenGL 4.5'],,,,['6-Pin / 8-Pin'],['2-Way SLI'],,['Dual Slot'],['Power Consumption: 180WRecommended PSU: 500W'],['180W'],,['Yes'],291 (90% Positive)
NVIDIA,GTX 1070,NVIDIA GeForce GTX 1070 8GB Founders Edition GDDR5 PCI Express 3.0 Graphics Card,,Free Shipping,https://www.newegg.com/p/1FT-0004-002S5?Description=GTX,['1683 Mhz'],['NVIDIA'],['1920'],,,['Single Fan'],['1506 Mhz'],,"['November 06, 2018']",,,,,,,,,,,,,,,,,['8GB'],,,['Yes'],['OpenGL 4.5'],,,,,,,,,,,['Yes'],0 reviews
GIGABYTE,GTX 1070,GIGABYTE GeForce GTX 1070 Ti DirectX 12 GV-N107TWF2-8GD 8GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support ATX Video Card,4,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-ti-gv-n107twf2-8gd/p/N82E16814932012?Description=GTX,['1721 MHz (OC Mode)1683 MHz (Gaming Mode)'],['GIGABYTE'],['2432'],"['11.02"" x 5.16""']",['NVIDIA'],['WINDFORCE 2X'],['1632 MHz (OC Mode)1607 MHz (Gaming Mode)'],['1 x Dual-link DVI-D'],"['March 28, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],['Powered by GeForce GTX 1070 TiIntegrated with 8GB GDDR5 256-bit memory WINDFORCE 2X with Blade Fan DesignSupport up to 8K display @60HzBuild with 6+2 power phases'],['ATX'],['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['280 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['GV-N107TWF2-8GD'],['4'],['OpenGL 4.5'],,,,['8-Pin'],['2-Way SLI'],,['Dual Slot'],['System PSU Limitation: 500W'],['180W'],,['Yes'],-13
ZOTAC,GTX 1070,ZOTAC GeForce GTX 1070 Ti DirectX 12 ZT-P10710G-10P 8GB 256-Bit GDDR5 PCI Express 3.0 Video Card - Mini,4,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-ti-zt-p10710g-10p/p/N82E16814500431?Description=GTX,['1683 MHz'],['ZOTAC'],['2432'],"['8.31"" x 4.92""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['October 26, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8.0 Gbps'],['Metal BackplateVR ReadySimultaneous Multi-ProjectionNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamVulkan APISingle Color LEDSuper Compact'],,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['211 mm'],,['256-Bit'],['8GB'],['GDDR5'],['ZT-P10710G-10P'],['4'],['OpenGL 4.5'],['Microsoft Windows 10/8/7 x86/x64'],,['ZOTAC GeForce GTX 1070 Ti MiniDual 6-pin to 8-pin power cableUser ManualDriver Disk'],['8-Pin'],,,['Dual Slot'],['500-watt power supply recommended180-watt max power consumption'],['180W'],,['Yes'],291 (90% Positive)
ZOTAC,GTX 1070,ZOTAC GeForce GTX 1070 Ti DirectX 12 ZT-P10710B-10P 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card - AMP! EXTREME Edition,4,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-ti-zt-p10710b-10p/p/N82E16814500429?Description=GTX,['1683 MHz'],['ZOTAC'],['2432'],"['12.80"" x 5.83""']",['NVIDIA'],['Triple Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['January 15, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8 GHz'],['IceStorm Cooling with EKO FansMetallic ExoArmor with wraparound backplatePowerBoostVR READY and GAME READYSPECTRA LED Lighting System'],,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['325 mm'],,['256-Bit'],['8GB'],['GDDR5'],['ZT-P10710B-10P'],['4'],['OpenGL 4.5'],['Microsoft Windows 10/8/7 x86/x64'],,['ZOTAC GeForce GTX 1070 Ti AMP! Extreme2 x Dual 6-pin to 8-pin mesh wrapped power cableUser ManualDriver Disk'],['2 x 8-Pin'],"['Yes, SLI HB Bridge Supported']",,['2.5 slots'],['500-watt power supply recommended180-watt max power consumption'],['180W'],,['Yes'],-21
EVGA,GTX 1070,"EVGA GeForce GTX 1070 GAMING, 8GB GDDR5, DX12 OSD Support, Graphics Cards (08G-P4-5170-KR)",5,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-gaming-08g-p4-5170-kr/p/N82E16814487277?Description=GTX,['1683 MHz'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['Blower Style Cooler'],['1506 MHz'],['1 x Dual Link DVI-D'],"['June 13, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"[""EVGA's newly designed blower style coolerCrafted to offer superior heat dissipation using an advanced vapor chamber and premium materialsFull support for the next generation of EVGA Precision XOC software and GPU Boost 3.0Full support for the next generation of EVGA Precision XOC software and GPU Boost 3.0 functionalityWhite LED LogoEVGA Warranty Support:Free 24/7 US-based Technical SupportFor watercooling enthusiasts, replacement of the stock cooler will NOT void your warranty  (Keep original cooler if support is needed)""]",,['GeForce GTX 1070 GAMING'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-5170-KR'],['4'],['OpenGL 4.5'],['Windows 7/8/8.1/10 32/64bit'],,,['8-Pin'],['SLI Ready'],,['Dual Slot'],['Minimum of a 500W power supplyAn available 8-pin PCI-E power connector'],['150W'],,['Yes'],-6
EVGA,GTX 1070,EVGA GeForce GTX 1070 Ti GAMING 08G-P4-5670-KR 8GB GDDR5,4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-5670-kr/p/N82E16814487386?Description=GTX,['1683+ MHz'],['EVGA'],['2432'],"['10.50"" x 4.38""']",['NVIDIA'],['Blower'],['1607+ MHz'],['1 x DL-DVI-D'],"['June 03, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Built for EVGA Precision XOCHDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIMax Digital Resolution - 7680x4320Microsoft DirectX 12 APINVIDIA AnselNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0NVIDIA SLI w/ HB Bridge SupportOpenGL 4.6 SupportPCI Express 3.0Simultaneous Multi-ProjectionVR ReadyVulkan API']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-5670-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['8-Pin'],['SLI Ready'],,['Dual Slot'],"['500 Watts or greater power supply****PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slotOne available 8-pin PCI-E power dongleTotal Power Draw: 217 Watts****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor']",['180W'],,['Yes'],-11
EVGA,GTX 1070,"EVGA GeForce GTX 1070 HYBRID GAMING, 08G-P4-6178-KR, 8GB GDDR5, LED, All-In-One Watercooling, DX12 OSD Support (PXOC)",4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6178-kr/p/N82E16814487281?Description=GTX,['1784 MHz'],['EVGA'],['1920'],"['10.50"" x 4.38""']",['NVIDIA'],['Hybrid Cooler'],['1594 MHz'],['1 x Dual DVI-D'],"['February 22, 2019']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['8008 MHz'],"[""HYBRID Cooler.Built on Pascal - The EVGA GeForce GTX 1080/1070 HYBRID features the most advanced GPU architecture ever made, designed to be the engine of next generation gaming.Hydro Performance Without the Hassle - All in one cooling solution that is completely self-contained. No filling, no custom tubing, no maintenance. Just plug and play.Sleek Looks - Intelligent wiring system and sleeved tubing make this one sleek cooler without the messy wires.Copper Base Built for GPU's - A copper base that is BUILT for GPU's, the ONLY way to get the best temps possible.""]",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6178-KR'],['4'],['OpenGL 4.5'],['Windows 7/8/8.1/10 32/64bit'],,,['8-Pin'],['SLI Ready'],,['Dual Slot'],['Minimum of a 500W power supply. An available 8-pin PCI-E power connectors'],['150W'],,['Yes'],-30
MSI,GTX 1070,MSI GeForce GTX 1070 DirectX 12 GeForce GTX 1070 Quick Silver 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,5,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1070-quick-silver-8g-oc/p/N82E16814137046?Description=GTX,['1797 MHz (OC Mode)1771 MHz (Gaming Mode)1683 MHz (Silent Mode)'],['MSI'],['1920'],"['10.98"" x 5.51""']",['NVIDIA'],['Double Fans'],['1607 MHz (OC Mode)1582 MHz (Gaming Mode)1506 MHz (Silent Mode)'],['1 x DL-DVI-D'],"['May 12, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8108 MHz (OC Mode)8008 MHz (Gaming Mode)8008 MHz (Silent Mode)'],"['Premium Quick Silver: TWIN FROZR VI- Play games in styleAccelerated by GAMING X horsepower and cooling its core to the fullest to top your game.- Smooth heat pipesSquared shape at bottom maximize heat transfer from the copper base plate.- Zero FrozrStopping the fan in low-load situations, keeping a noise-free environment.TORX FAN 2.0: Supremely silent- Dispersion fan blade Steeper curved blade accelerating the airflow.- Traditional fan blade Provides steady airflow to massive heat sink below.- Double ball bearing Strong and lasting core for years of smooth gaming.Gaming App- Instant Performance Gain Unlock extra performance or keep your card silent during light use in one click.- LED control Full control on your RGB GAMING LEDs to set the mood.- Mobile APP Control your graphics card from your phone.']",['ATX'],['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,['279 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['GeForce GTX 1070 Quick Silver 8G OC'],['4'],['OpenGL 4.5'],,,,['6-Pin / 8-Pin'],['2-Way SLI'],,['Dual Slot'],['Power consumption: 150WRecommended PSU: 500W'],['150W'],,['Yes'],-37
NVIDIA,GTX 1070,Nvidia GeForce GTX 1070 Founders Edition,,Free Shipping,https://www.newegg.com/nvidia-900-1g411-2520-001/p/1FT-0004-001S2?Description=GTX,['1683 MHz'],['NVIDIA'],['1920'],,,,['1506 MHz'],,"['November 06, 2018']",,,,,,,,,,,,,,,,,['8GB'],,['900-1G411-2520-001'],['Yes'],['OpenGL 4.5'],,,,,,,,,,,['Yes'],0 reviews
NVIDIA,GTX 1070,Nvidia GEFORCE GTX 1070 Ti - FE Founder's Edition,5,Free Shipping,https://www.newegg.com/p/1FT-0004-001S5?Description=GTX,['1683 MHz'],['NVIDIA'],,,['NVIDIA'],,['1607 MHz'],,"['October 26, 2018']",['DirectX 12'],,,,,,,,,,['1 x HDMI 2.0b'],,,,,['256-Bit'],['8GB'],['GDDR5'],,['Yes'],['OpenGL 4.5'],,,,,,,['Dual Slot'],,,,,-1
NVIDIA,GTX 1070,"NVIDIA GeForce GTX1070 8GB GDDR5 Graphics Cards, PCI Express 3.0, DirectX 12, OpenGL 4.5, 1683 MHz OEM",1,$5.99 Shipping,https://www.newegg.com/p/1FT-0004-001T5?Description=GTX,['1632 MHz'],['HP'],,,,['Single Fan'],,,"['January 05, 2019']",,,,['Black'],,,,,,,,['PCI Express 3.0'],,,,,['8GB'],,,,,,['GTX 1070'],,,,,,,,,,0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 FTW DT  GAMING ACX 3.0, 8GB GDDR5, RGB LED, 10CM FAN, 10 Power Phases, DX12, 08G-P4-6274-KR",4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-08g-p4-6274-kr/p/N82E16814487262?Description=GTX,['1683 MHz'],['EVGA'],['1920'],"['10.50"" x 5.06""']",['NVIDIA'],['Double Fans'],['1506 MHz'],['1 x Dual-Link DVI-D'],"['November 13, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['PCI Express 3.0 Support\tEVGA Double BIOS\tNVIDIA GameStream Technology\tNVIDIAG-SYNC Ready\tOpenGL 4.5 Support\tSimultaneous Multi-Projection\tVR Ready\tNVlDIA Ansel\tNVIDIA SLI w/HB Bridge Support\tNVIDIA GPU Boost 3.0\tMicrosoft DirectX 12\tVulkan API\tMax Digital Resolution - 7680x4320\tHDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIEVGAACX3.0 Cooling\t10 Phase Power Design\tAdjustable RGB LED']",,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-6274-KR'],,['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",,,['Two available 8-pin or 6+2pin PCI-E power dongles'],['SLI Ready'],,['Dual Slot'],"['500W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 com pliant motherboard with one graphics slot.']",['150W'],,['Yes'],-21
EVGA,GTX 1070,EVGA GeForce GTX 1070 Ti GAMING 08G-P4-5678-KR 8GB GDDR5 SC HYBRID & LED,5,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1070-ti-08g-p4-5678-kr/p/N82E16814487390?Description=GTX,['1683+ MHz'],['EVGA'],['2432'],"['10.50"" x 4.38""']",['NVIDIA'],['Hybrid Cooler'],['1607+ MHz'],['1 x DL-DVI-D'],"['August 06, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],"['Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 APIVulkan APIMax Digital Resolution - 7680 x 4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCHybrid ""All-in-One"" WatercoolerBuilt in White LEDs']",,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['08G-P4-5678-KR'],['4'],['OpenGL 4.6'],['Windows 10 32/64bit    Windows 8 32/64bit    Windows 7 32/64bit'],,,['8-Pin'],['2-Way SLI'],,['Dual Slot'],['Minimum of a 500 Watts power supplyOne available 8-pin PCI-E power dongleTotal Power Draw: 217 Watts'],['180W'],,['Yes'],-4
GIGABYTE,GTX 1070,Gigabyte GeForce GTX 1070 Mini-ITX 8GB PCI-E x16 3.0 GDDR5 Graphics Card (GV-N1070IX-8GD),,Free Shipping,https://www.newegg.com/p/1FT-000A-00023?Description=GTX,,,,,,,,,"['March 27, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
ASUS,GTX 1070,ASUS GeForce GTX 1070 8GB Dual-fan Gaming Graphics Card (DUAL-GTX1070-8G) GPU,,Free Shipping,https://www.newegg.com/asus-gtx-1070/p/1FT-000Y-001N2?Description=GTX,,['ASUS'],,,['NVIDIA'],['Double Fans'],,,"['September 08, 2020']",,,,,,,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,,['PCI Express 3.0 x16'],,,,,['8GB'],,['GTX 1070'],,,,['GTX 1070'],,,,['GTX'],,,['150W'],,,-1
ASUS,GTX 1070,ASUS ROG GeForce GTX 1070 Ti ROG-STRIX-GTX1070TI-A8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,,$45.00 Shipping,https://www.newegg.com/asus-geforce-gtx-1070-ti-rog-strix-gtx1070ti-a8g-gaming/p/1FT-000Y-004R4?Description=GTX,['1759 MHz'],['ASUS'],['2432'],"['11.73"" x 5.28""']",['NVIDIA'],['Triple Fans'],['1683 MHz'],['1 x DVI-D'],"['July 17, 2020']",,['2 x DisplayPort'],,,['8008 MHz'],['MaxContact Technology that is 2X more contact with GPU for improved thermal transfer.Unique Wing-Blade IP5X-Certified Fans for maximum airflow and longer fan lifespan.ASUS FanConnect II equips with hybrid controlled fan headers for optimal system cooling.Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and best reliability.ASUS Aura Sync RGB LED synchronization enables a gaming system personalization.VR-friendly HDMI ports let you enjoy VR experiences anytime without having to swap cables.GPU Tweak II with XSplit Gamecaster provides intuitive performance tweaking and real-time streaming.'],,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0b'],['PCI Express 3.0'],,['298 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['ROG-STRIX-GTX1070TI-A8G-GAMING'],,['OpenGL 4.5'],,['ROG-STRIX-A8G-GAMING'],['Graphics Card Only'],['8-Pin'],['SLI Ready'],['ROG'],['Triple Slot'],,['180W'],,['Yes'],0 reviews
EVGA,GTX 1070,"EVGA GeForce GTX 1070 SC GAMING ACX 3.0, Whisper Silent Cooling Graphics Card 08G-P4-6173-KR",,Free Shipping,https://www.newegg.com/evga-08g-p4-6173-kr/p/1FT-001K-00296?Description=GTX,,['EVGA'],,,,,,,"['September 14, 2020']",,,,,,,,,,,,,,,,,,,['08G-P4-6173-KR'],,,,,,,,,,,,,,291 (90% Positive)
ZOTAC,GTX 1070,ZOTAC GeForce GTX 1070 Ti DirectX 12 ZT-P10710C-10P 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card - AMP! Edition,5,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-ti-zt-p10710c-10p/p/N82E16814500430?Description=GTX,['1683 MHz'],['ZOTAC'],['2432'],"['11.80"" x 5.83""']",['NVIDIA'],['Double Fans'],['1607 MHz'],['1 x DL-DVI-D'],"['September 09, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8 GHz'],['IceStormPowerBoostSPECTRA LED LightingVR ReadySimultaneous Multi-ProjectionNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamVulkan APIOne-Click OC'],,['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],,['256-Bit'],['8GB'],['GDDR5'],['ZT-P10710C-10P'],['4'],['OpenGL 4.5'],['Microsoft Windows 10/8/7 x86/x64'],,['ZOTAC GeForce GTX 1070 Ti AMP! Edition2 x Dual 6-pin to 8-pin power cableUser ManualDriver Disk'],['2 x 8-Pin'],['Yes - SLI HB Bridge Supported'],,['Dual Slot'],['500-watt power supply recommended180-watt max power consumptionDual 8-pin PCI Express power connectors'],['180W'],,['Yes'],-11
GIGABYTE,GTX 1070,GIGABYTE GeForce GTX 1070 Ti DirectX 12 AORUS 8GB 256-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,5,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1070-ti-gv-n107taorus-8gd/p/N82E16814932029?Description=GTX,['OC Mode: 1771 MHzGaming Mode: 1683 MHz'],['GIGABYTE'],['2432'],"['11.02"" x 4.49""']",['NVIDIA'],['WINDFORCE 3X'],['OC Mode: 1683 MHzGaming Mode: 1607 MHz'],['1 x Dual-link DVI-D'],"['March 28, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8008 MHz'],['Powered by GeForce GTX 1070 TiIntegrated with 8GB GDDR5 256-bit memoryWINDFORCE 3X with Blade Fan DesignAdvanced Copper Back Plate CoolingRGB Fusion-16.7M customizable color lightingExtreme overclocking with 6+2 power phases'],['ATX'],['GeForce GTX 1070 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['280 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['GV-N107TAORUS-8GD'],['4'],['OpenGL 4.5'],,,,['8-Pin'],['2-Way SLI'],['AORUS'],['Dual Slot'],['Recommended PSU: 500W'],['180W'],,['Yes'],-6
NVIDIA,GTX 1070,"GIGABYTE GeForce GTX 1070 8GB WINDFORCE OC, GV-N1070WF2OC-8GD Gaming Video Graphics Card",,Free Shipping,https://www.newegg.com/p/27N-001E-00071?Description=GTX,,,,,,,,,"['March 27, 2019']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 reviews
EVGA,GTX 1070,"EVGA P104-100 Mining Edition, 04G-P4-5183-RB",,Free Shipping,https://www.newegg.com/p/30U-004K-00020?Description=GTX,,,,,,,,,"['May 21, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,139 (70% Positive)"
ZOTAC,GTX 1070,"ZOTAC GeForce GTX 1070 Mini, ZT-P10700G-10M, 8GB GDDR5",,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1070-zt-p10700g-10m/p/1FT-000M-002M2?Description=GTX,,['ZOTAC'],,,['NVIDIA'],,,,"['September 14, 2020']",,,,,,,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,,['PCI Express 3.0'],,,,,,,['ZT-P10700G-10M'],,,,,,,,,,,,,,247 (72% Positive)
PNY,GTX 1070,PNY GeForce GTX 1070 8GB XLR8 OC Dual Fan VCGGTX10708XGPB-OC-BB Video Card GPU,5,Free Shipping,https://www.newegg.com/p/1FT-000P-003F4?Description=GTX,,['PNY'],,,['NVIDIA'],['Double Fans'],,,"['May 06, 2019']",,,,,,,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],,,,,,,,['8GB'],,,,,,,,,,,,,['150W'],,,291 (90% Positive)
NVIDIA,GTX 1070,Fully Tested and working normally with light cosmetic wear. Pulled from a Dell or Lenovo Desktop PC  (EX Dell XPS or Lenovo Y900 Gaming Desktop)  Requires 450W Power Supply and 1 8 Pin PCI Connector,,Free Shipping,https://www.newegg.com/p/1FT-0004-002V3?Description=GTX,,['ZOTAC'],,,['NVIDIA'],['Single Fan'],,,"['January 06, 2019']",,,,,,,,['GeForce GTX 1070'],,,,['PCI Express x16'],,,,,['8GB'],,,,,,['GTX 1070'],,,,,,,['150W'],,,0 reviews
MSI,GTX 1070,MSI GeForce GTX 1070 DirectX 12 GTX 1070 GAMING X 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,,$45.00 Shipping,https://www.newegg.com/msi-geforce-gtx-1070-gtx-1070-gaming-x-8g/p/1FT-0009-001H0?Description=GTX,['1797 MHz (OC Mode) 1771 MHz (Gaming Mode) 1683 MHz (Silent Mode)'],['MSI'],['1920'],,['NVIDIA'],['Double Fans'],['1607 MHz (OC Mode) 1582 MHz (Gaming Mode) 1506 MHz (Silent Mode)'],['1 x DL-DVI-D'],"['April 15, 2020']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['8108 MHz'],,,['GeForce GTX 1070'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5'],['GTX 1070 GAMING X 8G'],['4'],['OpenGL 4.5'],,,,['6-Pin / 8-Pin'],['2-Way SLI'],,['Dual Slot'],,,,['Yes'],0 reviews
